ArtistAndTitle,Streams,Daily
Imagine Dragons - Bad Liar,1060792431,440195
Måneskin - I WANNA BE YOUR SLAVE,1059894089,738617
Sheck Wes - Mo Bamba,1059033215,304060
Alicia Keys - If I Ain't Got You,1058732017,853958
YNW Melly - Murder on My Mind,1058488807,332398
The Clash - Should I Stay or Should I Go,1057355305,847390
The Verve - Bitter Sweet Symphony,1057349534,600926
Of Monsters and Men - Little Talks,1055181351,521240
Drake - Too Good,1054285351,213792
Jonas Blue - Perfect Strangers,1052736572,296325
d4vd - Here With Me,1051846481,1026275
Justin Timberlake - Mirrors,1051469635,493087
Ariana Grande - Santa Tell Me,1050417988,40650
The Chainsmokers - Roses,1049662469,346609
U2 - With Or Without You,1048513801,486046
Bazzi - Mine,1048097096,310532
Calvin Harris - Slide,1047944549,409808
Jason Derulo - Want to Want Me,1047770553,416806
Rosa Linn - SNAP,1047309407,875323
Calum Scott - You Are The Reason,1046034545,399876
Nickelback - How You Remind Me,1045538576,1223165
Clean Bandit - Solo,1043988597,221817
Arctic Monkeys - R U Mine?,1043316510,504366
Rihanna - S&M,1042320033,954035
Yng Lvcas - La Bebe,1042170708,1047818
girl in red - we fell in love in october,1041164522,679312
Calvin Harris - Promises,1038770731,318094
BLACKPINK - How You Like That,1036106061,353228
Eminem - The Monster,1034621054,484713
George Michael - Careless Whisper,1034375073,680636
Post Malone - Candy Paint,1034298837,263446
Akon - Smack That,1033904958,1208841
Post Malone - Go Flex,1033649621,276761
Chris Brown - No Guidance,1033366302,336997
KAROL G - TQG,1032753728,876709
Daniel Caesar - Get You,1031265716,673826
Rauw Alejandro - Desesperados,1030780541,1057584
The Notorious B.I.G. - Big Poppa,1030640047,501745
SZA - Snooze,1030363015,1874798
JAY-Z - Empire State Of Mind,1028005025,743788
Bee Gees - Stayin Alive,1027981366,532174
Stephen Sanchez - Until I Found You,1027720669,817137
Coldplay - Adventure of a Lifetime,1027696746,806610
Daryl Hall & John Oates - You Make My Dreams (Come True),1027324937,983300
Kina - Get You The Moon,1023025084,269561
Disclosure - Latch,1022326935,573664
The Weeknd - Reminder,1021709842,629678
Amy Winehouse - Back To Black,1020948482,1030874
Florence + The Machine - Dog Days Are Over,1020731373,824820
Calvin Harris - My Way,1018359988,391915
Rag'n'Bone Man - Human,1018292506,586434
Mabel - Don't Call Me Up,1018269829,243042
Mitski - My Love Mine All Mine,1018024265,1831244
Hoobastank - The Reason,1017987896,543227
Aerosmith - I Don't Want To Miss A Thing,1017884519,414974
Shawn Mendes - If I Can't Have You,1017592709,237190
Shaggy - It Wasn't Me,1017475934,577317
Eminem - Not Afraid,1017452283,494978
Billie Eilish - bury a friend,1016660125,203658
Grupo Frontera - un x100to,1016657173,837051
Lil Uzi Vert - 20 Min,1013046731,742730
Lil Nas X - Old Town Road,1012205489,197518
Brenda Lee - Rockin' Around The Christmas Tree,1011917382,25247
Bruno Mars - Marry You,1011346259,712565
Olivia Rodrigo - vampire,1011267110,1305938
Xmas Classics - Rockin' Around the Christmas Tree,1011230643,27801
Avicii - Hey Brother,1011059703,407656
ROSALÍA - DESPECHÁ,1010114437,679529
Shakira - Chantaje,1009170839,397430
Bruno Mars - Treasure,1006834685,565504
JAY-Z - Numb / Encore,1006826031,424435
Dr. Dre - The Next Episode,1005995905,410721
Black Eyed Peas - Where Is The Love?,1005784378,588844
Red Hot Chili Peppers - Otherside,1005412310,530875
American Authors - Best Day Of My Life,1004328501,556968
Mr. Probz - Waves,1002337784,390700
The Weeknd - I Was Never There,1002198034,746520
Liam Payne - Strip That Down,1002022134,156452
Gucci Mane - Wake Up in the Sky,1001600951,592862
Calvin Harris - Feel So Close,1001304395,1193928
Michael Bublé - It's Beginning to Look a Lot like Christmas,1000257048,18180
"Drake - Hold On, We're Going Home",999355152,410921
Akon - Smack That,997425298,960861
MEDUZA - Piece Of Your Heart,997327632,206572
R. City - Locked Away,995663903,558981
Bryson Tiller - Exchange,995334772,646455
Bob Marley & The Wailers - Three Little Birds,994939708,795926
Bad Bunny - Vete,994374113,245125
Bad Bunny - LA NOCHE DE ANOCHE,993374736,363480
Taylor Swift - Delicate,993226015,547958
Zac Efron - Rewrite The Stars,992796157,322749
Dominic Fike - 3 Nights,992393243,645734
Ozuna - Hey Mor,991573011,607183
Lizzo - Truth Hurts,991404308,149669
Fleetwood Mac - Go Your Own Way,988927022,567922
KISS - I Was Made For Lovin' You,988460519,752220
Noah Cyrus - July,987242277,962352
Noah Kahan - Stick Season,986923914,2293886
The Weeknd - Often,986270907,425608
Nicky Jam - X,986094910,551062
Rihanna - Don't Stop The Music,984395062,863048
BlocBoy JB - Look Alive,983411364,113365
Riton - Friday,982692398,432751
Ariana Grande - 34+35,981463320,295079
Frank Ocean - Thinkin Bout You,981182711,875081
Led Zeppelin - Stairway to Heaven,980617509,411164
The Weeknd - Heartless,979343696,399280
Ed Sheeran - The A Team,978027382,207750
Lil Uzi Vert - The Way Life Goes,977960231,485289
Drake - Jimmy Cooks,977725135,754120
"Ariana Grande - break up with your girlfriend, i'm bored",977475474,232293
Mario - Let Me Love You,977128928,698510
"The Offspring - You're Gonna Go Far, Kid",975589457,763389
Billie Eilish - Bored,974851664,546617
Sam Smith - How Do You Sleep?,974115649,177841
Rae Sremmurd - Black Beatles,973945024,222241
Zara Larsson - Never Forget You,973683893,185626
Miley Cyrus - We Can't Stop,973649339,316134
Drake - Money In The Grave (Drake ft. Rick Ross),972552269,246072
The Animals - House of the Rising Sun,971570090,481945
Dua Lipa - Physical,971406802,554266
Dennis Lloyd - Nevermind,971398722,372976
Billie Eilish - bellyache,969984303,446767
Y2K - Lalala,969802985,168426
Khalid - Talk,969598932,158885
Coldplay - Sparks,969216483,877471
Nico & Vinz - Am I Wrong,969015895,367577
Drake - Fake Love,969000701,118408
"Tyler, The Creator - EARFQUAKE",968321881,728781
Electric Light Orchestra - Mr. Blue Sky,967888592,470639
The Weeknd - One Of The Girls,967753710,3049938
Taylor Swift - Wildest Dreams,967292298,354059
Imagine Dragons - On Top Of The World,967225202,601256
Kygo - Stole the Show,967201872,281464
Drake - Laugh Now Cry Later,965130332,267496
Bobby Helms - Jingle Bell Rock,964382904,25148
Harry Styles - Late Night Talking,963967133,504200
Natasha Bedingfield - Unwritten,963856117,1580060
Lunay - Soltera (Remix),963357891,274601
Black Eyed Peas - RITMO (Bad Boys For Life),963053752,199132
KYLE - iSpy,962057035,168383
Juice WRLD - Come & Go,961941476,311717
Niall Horan - This Town,961689214,407135
J. Cole - Work Out,961280265,680559
XXXTENTACION - the remedy for a broken heart (why am I so in love),961185807,232363
Chris Stapleton - Tennessee Whiskey,961106934,805574
50 Cent - Candy Shop,959581896,566208
Ava Max - Kings & Queens,958960744,396014
Justin Bieber - Baby,958613754,699042
Green Day - American Idiot,958607010,552910
Jonas Blue - Mama,957486882,219745
Avicii - Levels,957405066,521976
Surfaces - Sunday Best,955263704,313488
Bruno Mars - The Lazy Song,955232730,556511
Kanye West - Bound 2,954273241,584024
Wham! - Wake Me Up Before You Go-Go,953756533,436460
21 Savage - a lot,953509026,367991
Ty Dolla $ign - Or Nah,953456654,486142
G-Eazy - Him & I,953090938,378125
Feid - Feliz Cumpleaños Ferxxo,953026154,934804
Charlie Puth - Left and Right (Feat. Jung Kook of BTS),952265623,501090
The Temptations - My Girl,951228079,800270
Dua Lipa - Levitating,951075460,497385
"Bizarrap - Shakira: Bzrp Music Sessions, Vol. 53",951052856,414461
Sia - Snowman,949882893,237827
Iyaz - Replay,949436709,887994
Benson Boone - Beautiful Things,948920885,5511068
Niall Horan - Slow Hands,948659082,308717
Maroon 5 - Don't Wanna Know,948466175,196592
Ed Sheeran - I See Fire,948166394,140823
The Weeknd - After Hours,947594003,558428
Bill Withers - Ain't No Sunshine,947195391,881869
Jimmy Eat World - The Middle,946955989,798110
Kygo - Higher Love,946302878,
Miley Cyrus - Angels Like You,946282004,592732
Mark Ronson - Nothing Breaks Like a Heart,945009598,341398
The Weeknd - In Your Eyes,943376666,277857
My Chemical Romance - Teenagers,943312384,499632
3 Doors Down - Kryptonite,943035525,442240
Guns N' Roses - November Rain,942070800,431978
Plan B - Es un Secreto,940063551,1492987
Taylor Swift - You Need To Calm Down,939747697,544009
Khalid - Love Lies,938923585,182921
Kanye West - POWER,937861063,288822
Migos - Bad and Boujee,937785663,158615
Calvin Harris - Blame,937635386,394886
Luis Fonsi - Échame La Culpa,937137639,247554
4 Non Blondes - What's Up?,936676279,483453
Morgan Wallen - Last Night,935329424,1513886
MEDUZA - Lose Control,934878210,220152
Maluma - Felices los 4,934857563,205610
Billie Eilish - i love you,934744222,463189
Miley Cyrus - Wrecking Ball,933674266,410628
George Ezra - Shotgun,933208974,293627
Myke Towers - LALA,933043853,802916
Red Hot Chili Peppers - Scar Tissue,932495174,1185114
Bob Marley & The Wailers - Could You Be Loved,931877909,917845
Cage The Elephant - Cigarette Daydreams,931072728,823069
The Kid LAROI - WITHOUT YOU,929748412,212008
David Guetta - Memories,929686506,692665
Empire Of The Sun - Walking On A Dream,929685766,703577
Juice WRLD - Bandit,927940200,249108
Sia - Elastic Heart,927753513,328242
Don Toliver - No Idea,926904627,493391
Lana Del Rey - Video Games,926857518,724542
Katy Perry - The One That Got Away,926757795,610209
Polo G - RAPSTAR,926381181,284666
The Neighbourhood - Softcore,926062685,1157945
GROUPLOVE - Tongue Tied,925752727,477368
A Boogie Wit da Hoodie - Drowning,925479574,358373
Tove Lo - Habits (Stay High),924006636,470770
Eminem - Superman,922171722,743376
Metro Boomin - Space Cadet,922104342,479763
The Weeknd - Pray For Me,921865185,406908
Ariana Grande - Love Me Harder,921189892,458591
Bad Bunny - La Santa,920353783,469557
Paulo Londra - Adan y Eva,920165214,474021
Billy Joel - Uptown Girl,919054344,1123177
System Of A Down - Toxicity,918029339,610212
Becky G - MAMIII,917748928,698314
Fleetwood Mac - Everywhere,917403561,715730
The Jackson 5 - I Want You Back,916996322,503965
Edward Sharpe & The Magnetic Zeros - Home,916269293,434839
Tainy - Lo Siento BB:/,916262240,386625
Harry Styles - Golden,914772424,253254
Surf Mesa - ily (i love you baby),914549622,259607
The Weeknd - Die For You,914181588,818973
Zion & Lennox - Otra vez,914162474,184469
Camila Cabello - Bam Bam,911221453,399095
Simple Minds - Don't You (Forget About Me),910959224,528529
Coldplay - Clocks,910923441,661857
Rage Against The Machine - Killing In The Name,909968420,446388
Mustard - Ballin',909414240,249738
TV Girl - Lovers Rock,909208133,1351989
"Billie Eilish - What Was I Made For? [From The Motion Picture ""Barbie""]",905668677,1391424
Daddy Yankee - Gasolina,905202922,793304
Zach Bryan - Something in the Orange,904864022,1317833
Juice WRLD - Wishing Well,904513166,303169
Owl City - Fireflies,902925011,383678
Macklemore - Glorious,902795172,348853
Ariana Grande - Break Free,902711311,329057
Katy Perry - I Kissed A Girl,902021014,559495
Shawn Mendes - In My Blood,901545485,172844
The Offspring - The Kids Aren't Alright,901153209,837282
Maggie Lindemann - Pretty Girl,900672058,79149
Starley - Call on Me,900384832,125877
Nicky Youre - Sunroof,900363744,1149995
David Guetta - Sexy Bitch,899970367,594851
Rachel Platten - Fight Song,899883579,236299
Bad Bunny - Si Estuviésemos Juntos,899062665,556430
Tracy Chapman - Fast Car,898239476,482388
Galantis - Runaway (U & I),898055167,349853
Gesaffelstein - Lost in the Fire,897428476,629237
Blur - Song 2,896452824,568102
Cardi B - Bodak Yellow,895648489,150350
Elvis Presley - Can't Help Falling in Love,895494012,486502
Pixies - Where Is My Mind?,895284598,502543
Taylor Swift - Love Story,895121073,354924
James Blunt - You're Beautiful,894341503,313375
Polo G - Martin & Gina,892092549,653858
Katy Perry - Hot N Cold,892060497,709658
Elton John - Your Song,891698516,487880
Queen - Somebody To Love,891558197,356300
NATTI NATASHA - Criminal,891470049,238699
Maroon 5 - One More Night,891330856,601049
"Olivia Rodrigo - jealousy, jealousy",891037290,777708
Flo Rida - Wild Ones,891031995,535358
AURORA - Runaway,889181426,460720
"Pink Floyd - Another Brick In The Wall, Pt. 2",889147920,384284
Van Halen - Jump,889086187,400726
Future - Low Life,888088485,330245
Lauv - i'm so tired...,887289733,150558
Dream Supplier - Clean Baby Sleep White Noise (Loopable),886814585,2754505
Juice WRLD - Lean Wit Me,883993380,350971
Panic! At The Disco - I Write Sins Not Tragedies,882663018,293185
Feid - CLASSY 101,882184203,1182754
Doja Cat - Boss Bitch,880832562,294407
Queen - Crazy Little Thing Called Love,880749781,959882
Hotel Ugly - Shut up My Moms Calling,880191012,1612221
The Outfield - Your Love,878284440,1456163
Icona Pop - I Love It,877752490,603761
Sam Hunt - Body Like A Back Road,877088250,249376
Toploader - Dancing in the Moonlight,877045300,805600
Bon Jovi - It's My Life,876920552,516031
Galantis - No Money,874480316,252477
Jonas Blue - Rise,873791467,147142
Piso 21 - Déjala Que Vuelva,873675915,219987
Creedence Clearwater Revival - Bad Moon Rising,871451378,864924
Nicky Jam - El Perdón,871107579,249771
Bad Bunny - Safaera,871095499,238160
Kenny Loggins - Footloose,871078402,384788
Franz Ferdinand - Take Me Out,870539027,840233
KAROL G - BICHOTA,870182047,244665
Oasis - Don't Look Back In Anger,869514217,476873
Dua Lipa - Dance The Night,869335310,1077116
Swedish House Mafia - Moth To A Flame,869316392,927274
Tiësto - Jackie Chan,869219821,255151
The Mamas & The Papas - California Dreamin',868501275,932432
Justin Timberlake - SexyBack,866626604,628976
Ariana Grande - Problem,866096706,286510
FIFTY FIFTY - Cupid,865812270,491812
Camila Cabello - Never Be the Same,865794908,353431
Timbaland - The Way I Are,865709149,825773
The Script - Breakeven,865158826,612610
Nelly - Dilemma,864537899,525817
KAROL G - QLONA,864109311,1674921
Billie Eilish - you should see me in a crown,863319685,315490
Train - Drops of Jupiter (Tell Me),862658467,752971
Linkin Park - What I've Done,862367174,643401
Taylor Swift - ME!,862362672,268173
Bruno Mars - It Will Rain,862081768,751467
Arctic Monkeys - Fluorescent Adolescent,862030869,485288
Polo G - Pop Out,860351292,227332
Metallica - Master of Puppets (Remastered),860343751,609666
Aaron Smith - Dancin,859742053,311641
Nicki Minaj - Super Bass,859728536,536525
James Arthur - Rewrite The Stars,859728210,609643
Sean Paul - Temperature,858661958,648214
Selena Gomez & The Scene - Love You Like A Love Song,857617270,493281
Leona Lewis - Bleeding Love,857082136,298605
CKay - love nwantiti (ah ah ah),856273534,326767
Avril Lavigne - Complicated,856098747,844173
Bad Bunny - Diles,855769211,424046
One Direction - Perfect,855472193,510474
Kings of Leon - Use Somebody,855407200,583725
Alicia Keys - No One,855393594,353207
PinkPantheress - Boy's a liar Pt. 2,854706462,417317
Billy Joel - Piano Man,854369518,381234
Enrique Iglesias - Bailando,853026017,419092
Jason Mraz - I Won't Give Up,852617448,189270
Robin Thicke - Blurred Lines,852100967,257132
Chord Overstreet - Hold On,851628313,385217
Ne-Yo - So Sick,851585400,550930
Seafret - Atlantis,851091508,773187
Rihanna - Bitch Better Have My Money,851072919,244427
Ozuna - Se Preparó,850669053,417877
DRAM - Broccoli,850210869,135556
Marshmello - Leave Before You Love Me,849900094,561893
Taylor Swift - willow,849384048,511576
Lizzo - About Damn Time,849294866,260622
Wallows - Are You Bored Yet?,848801782,656053
Conan Gray - Maniac,848297090,356203
Taylor Swift - All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),848177697,560648
USHER - DJ Got Us Fallin' in Love,848057974,843895
Patrick Watson - Je te laisserai des mots,847613540,881997
Don Omar - Dile,847565140,1058479
Labrinth - Formula,847083385,1044943
Elvis Presley - Can't Help Falling in Love,846573905,497676
Mr.Kitty - After Dark,846325247,442646
Rob $tone - Chill Bill,845969097,262389
Foreigner - I Want to Know What Love Is,845314475,546165
Andy Williams - It's the Most Wonderful Time of the Year,844575682,13149
TOTO - Hold the Line,844528806,1348337
Cris Mj - Una Noche en Medellín,843967681,489211
BANNERS - Someone To You,843419333,368462
Rick Astley - Never Gonna Give You Up,843332902,428293
alt-J - Breezeblocks,843163362,
Taylor Swift - I Knew You Were Trouble.,843144710,380451
Ruth B. - Lost Boy,842378160,174028
Destiny's Child - Say My Name,842324826,426468
Britney Spears - ...Baby One More Time,841784669,854049
Yandel - Yandel 150,841402467,436305
Neon Trees - Everybody Talks,841192823,597739
LP - Lost on You,841093759,483905
Kid Cudi - Day 'N' Nite (Nightmare),840024017,376999
Queen - Killer Queen,839684788,492402
Sam Smith - Like I Can,838842549,289859
Playboi Carti - Magnolia,838220088,402880
Dream Supplier - Clean Baby Sleep White Noise (Loopable),837459397,2761539
David Guetta - Hey Mama,836509635,322307
Charlie Puth - One Call Away,836474988,367103
Doja Cat - You Right,836285244,566248
Sabrina Carpenter - Nonsense,836159905,2347832
Bad Bunny - Neverita,835643234,464284
Boston - More Than a Feeling,835323338,437185
Justin Bieber - Beauty And A Beat,834908509,904683
Dhruv - double take,834698284,842835
Luke Combs - Beautiful Crazy,834628630,687936
Shakira - Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song],833367155,487661
Katy Perry - California Gurls,832837769,677792
Cyndi Lauper - Time After Time,832814967,914212
Post Malone - I Like You (A Happier Song),832289041,533020
Eminem - River,832159048,204459
Demi Lovato - Heart Attack,831015537,501115
J Balvin - Un Día (One Day),830384123,195546
"Beach Weather - Sex, Drugs, Etc.",829620724,1198296
Flume - Never Be Like You,829270928,382550
Men At Work - Down Under,828729067,877202
Jack Johnson - Better Together,828656624,373401
Childish Gambino - 3005,827923815,383216
Lady Gaga - Million Reasons,827729186,260193
One Direction - Steal My Girl,826329203,365375
PARTYNEXTDOOR - Break from Toronto,824967155,572098
Jeremy Zucker - comethru,824957881,214834
The Weeknd - Popular,824696924,1266484
DJ Snake - Loco Contigo,824411162,206130
BLACKPINK - Kill This Love,823442385,318602
Drake - Fair Trade,823148583,450441
Melanie Martinez - Play Date,823005811,489633
Tiësto - The Motto,822939225,554290
DaBaby - BOP,822468450,179206
Justin Bieber - Lonely,822405385,242074
Two Door Cinema Club - What You Know,822191878,644805
David Guetta - 2U,821616817,155911
Jack Harlow - WHATS POPPIN,821521477,202800
Drake - Jumpman,821427084,108524
Jack Harlow - First Class,821089635,256756
Petit Biscuit - Sunset Lover,821051224,156419
Sebastian Yatra - Pareja Del Año,820901050,335608
Ozuna - Vaina Loca,820232894,216657
Bad Bunny - Si Veo a Tu Mamá,819959565,274195
SZA - Love Galore,819715488,299991
Sleepy Hallow - 2055,819230184,755050
Birdy - Skinny Love,818565470,257012
Meghan Trainor - All About That Bass,818500002,343236
The Wanted - Glad You Came,818172410,411427
Fifth Harmony - Worth It,817656315,190429
Flo Rida - Whistle,817299003,361092
Soft Cell - Tainted Love,817129391,757774
Drake - Controlla,816959965,157920
A Boogie Wit da Hoodie - Swervin,816632659,182388
Luke Combs - When It Rains It Pours,816054233,948665
Tory Lanez - The Color Violet,815982860,1003746
AWOLNATION - Sail,815906072,182977
Drake - Rich Flex,815518949,369924
Dr. Dre - Forgot About Dre,815455974,572802
J Balvin - Qué Más Pues?,814157345,274824
Becky G - Shower,814026121,492230
Paramore - Misery Business,813960855,460734
Taylor Swift - Enchanted,813246393,349050
The Killers - Somebody Told Me,812960086,516327
Ariana Grande - boyfriend,812770851,347871
Green Day - Boulevard of Broken Dreams,812661265,518927
Keala Settle - This Is Me,812234392,234606
Miley Cyrus - Malibu,811904838,217244
Morgan Wallen - Whiskey Glasses,811629734,586384
Lorde - Team,811132664,268341
RAYE - Escapism.,810429949,613283
Fetty Wap - 679,810260333,233689
Demi Lovato - Cool for the Summer,810156267,414204
J Balvin - QUE PRETENDES,810063081,368506
Teddy Swims - Lose Control,809092389,3887470
Deorro - Five More Hours,808791560,304339
ACRAZE - Do It To It,808473150,401664
Billie Eilish - Therefore I Am,807823165,312883
James Arthur - Train Wreck,807295374,367595
A$AP Rocky - F**kin' Problems,806273082,357555
Sixpence None The Richer - Kiss Me,806096352,718336
BTS - FAKE LOVE,803585080,364391
The Weeknd - Party Monster,802197350,333418
Mike Perry - The Ocean,802110928,87187
Bruno Mars - Versace on the Floor,801327294,421660
Frank Ocean - Ivy,801024535,746320
Beyoncé - CUFF IT,799322468,408601
Gorillaz - Clint Eastwood,799209125,391446
MGMT - Kids,799171453,457708
"Fall Out Boy - Sugar, We're Goin Down",798344095,418131
Ed Sheeran - Perfect Duet (Ed Sheeran & Beyoncé),798337472,92251
Eyedress - Jealous,798237794,1017564
Miley Cyrus - Prisoner,797328561,222851
Bruno Mars - Finesse,797202769,219825
Lewis Capaldi - Hold Me While You Wait,796448303,330781
Blackstreet - No Diggity,796261078,436734
Drake - Wants and Needs,796165883,289111
B.o.B - Airplanes,795565750,275012
Future - WAIT FOR U,793912095,795755
Justin Bieber - Yummy,793602323,140877
The 1975 - Somebody Else,793434537,299820
Baby Keem - family ties,793246388,857636
Wisin - Escápate Conmigo,793010826,168676
New West - Those Eyes,792813114,819000
Kid Cudi - Pursuit Of Happiness (Nightmare),792275854,346868
THE SCOTTS - THE SCOTTS,791845458,197992
Anuel AA - Amanece,791630293,795692
Eminem - Venom,791209071,320774
blink-182 - I Miss You,790799562,440354
P!nk - What About Us,790611491,256843
Juice WRLD - Armed And Dangerous,789211508,244841
Billie Eilish - wish you were gay,789067149,206945
Justin Bieber - Holy,788949580,159714
X Ambassadors - Renegades,787903640,271607
James Arthur - Impossible,787552142,353747
Pop Smoke - Mood Swings,787478643,272031
Ellie Goulding - Burn,786894789,291332
Shawn Mendes - Lost In Japan,786709824,144037
Becky G - Sin Pijama,786704371,149684
Vanessa Carlton - A Thousand Miles,786689474,386395
Britney Spears - Oops!...I Did It Again,786215308,456277
Haddaway - What Is Love,785283300,722709
ABBA - Gimme! Gimme! Gimme! (A Man After Midnight),784522955,616624
Foo Fighters - The Pretender,783918963,418161
Aventura - Volví,783608094,299708
Big Sean - I Don't Fuck With You,783501194,205920
Taylor Swift - Karma,782796824,620105
Elton John - Don't Go Breaking My Heart,782582321,544035
Paramore - Still into You,782404689,503430
Anuel AA - Ella Quiere Beber,781535802,296483
Disturbed - The Sound of Silence,781269282,362226
6ix9ine - FEFE,781259669,101205
Bad Bunny - A Tu Merced,780924107,258628
Migos - Walk It Talk It,780011762,162632
Sean Kingston - Beautiful Girls,779993608,410879
Olivia Rodrigo - All I Want,779771028,460537
Lil Wayne - Love Me,779625197,656131
Lil Tjay - Calling My Phone,779491322,269622
OneRepublic - Apologize,779013267,273716
Timbaland - The Way I Are,777200161,757988
CJ - Whoopty,776800907,130271
My Chemical Romance - Welcome to the Black Parade,774223925,428473
Gunna - fukumean,773800670,1637910
Martin Jensen - Solo Dance,773486667,124276
ROSALÍA - Con Altura,772198606,179469
A Boogie Wit da Hoodie - Look Back at It,772191806,319091
Hippie Sabotage - Devil Eyes,771988596,339796
Weezer - Island In The Sun,771957983,617192
will.i.am - Scream & Shout,770836965,380693
Bob Marley & The Wailers - Is This Love,770747329,532884
Charlie Puth - Marvin Gaye,770745456,178000
Taylor Swift - Love Story (Taylor’s Version),770681306,815454
Ashe - Moral of the Story,770610455,431130
Alok - Hear Me Now,770290934,273370
Travis Scott - Goosebumps,769786883,263221
Maluma - Borro Cassette,768763708,916519
Taylor Swift - The Man,768700370,594954
Sublime - Santeria,768005625,568226
The Proclaimers - I'm Gonna Be (500 Miles),767401029,346586
Ed Sheeran - South of the Border,766844444,169898
50 Cent - P.I.M.P.,766761065,
Justin Bieber - Mistletoe,766459393,35446
Lil Peep - Save That Shit,766216550,259274
Drake - Chicago Freestyle,765967209,291724
Bonnie Tyler - Total Eclipse of the Heart,765338054,425430
Paloma Faith - Only Love Can Hurt Like This,765147133,394863
Avicii - SOS,765046690,172302
Otis Redding - (Sittin' On) the Dock of the Bay,763825097,524045
USHER - My Boo,763171774,653399
Katy Perry - Teenage Dream,762915058,889359
Katrina & The Waves - Walking On Sunshine,762340477,380089
Idina Menzel - Let It Go,762190454,316600
Aminé - Caroline,762060898,116051
Taylor Swift - exile,761856177,449078
Chief Keef - Love Sosa,761277194,417766
Anuel AA - Secreto,761166840,214745
Disturbed - Down with the Sickness,760238488,330470
Kenya Grace - Strangers,759912410,1053559
Ellie Goulding - Hate Me,759287176,323643
Ed Sheeran - Don't,758790224,174701
Mau y Ricky - Desconocidos,758599981,178113
Counting Crows - Mr. Jones,758301021,362179
Estelle - American Boy,757763676,386479
Little Mix - Shout Out to My Ex,757582487,164714
MGMT - Electric Feel,757275471,619732
Elton John - Tiny Dancer,757075142,340907
Romeo Santos - Propuesta Indecente,755736193,463664
Piso 21 - Te Vi,755110122,245228
Frank Ocean - Chanel,754947169,287462
Lukas Graham - Love Someone,754725536,178244
Rihanna - Take A Bow,754673174,301299
Paulo Londra - Tal Vez,754115698,262347
The Game - Hate It Or Love It,752862887,631439
Justin Bieber - Hold On,751605322,225280
James Arthur - Can I Be Him,751219868,371035
Three Days Grace - I Hate Everything About You,749884303,429509
The Notorious B.I.G. - Juicy,749792549,247827
Mitski - Washing Machine Heart,749659217,642840
Rihanna - Pon de Replay,749083101,551175
2Pac - California Love,749075916,594768
Slipknot - Duality,748702116,513335
Led Zeppelin - Immigrant Song,748345325,363232
Bad Bunny - Yo Perreo Sola,746847427,182124
Khalid - Saturday Nights,746502149,131322
Bad Bunny - Tarot,746498684,422042
2Pac - Ambitionz Az A Ridah,746309222,287668
Bee Gees - How Deep Is Your Love,745961385,406127
Labrinth - Jealous,745195600,167943
Djo - End of Beginning,744015295,3597237
M.I.A. - Paper Planes,743943926,354793
Jack Harlow - Whats Poppin,743896700,195355
Felix Jaehn - Ain't Nobody (Loves Me Better),742950244,225804
Lil Nas X - Panini,742643995,114105
Travis Scott - STARGAZING,742352686,221822
Mora - LA INOCENTE,742017114,565275
Julia Michaels - What A Time,742003804,257876
BLACKPINK - Pink Venom,741337608,567348
Alan Walker - Alone,741301723,260602
Alessia Cara - How Far I'll Go,741289957,113924
Scorpions - Wind Of Change,741217367,431726
Bruce Springsteen - Dancing In the Dark,741012505,926231
Drake - Teenage Fever,740876082,349956
Green Day - Wake Me up When September Ends,740745602,321950
CNCO - Reggaetón Lento (Bailemos),740129314,196607
Sub Urban - Cradles,739797193,320632
Bazzi - Beautiful,739532000,211270
The Police - Roxanne,739482084,619154
Adele - Love In The Dark,739477462,571457
BENEE - Supalonely,739405961,116863
Kendrick Lamar - m.A.A.d city,739037985,327591
The Beatles - Come Together,738903381,354755
Natalie Imbruglia - Torn,738311855,699718
Kansas - Dust in the Wind,738120803,632745
Taylor Swift - Wildest Dreams (Taylor's Version),737553644,608007
Panic! At The Disco - House of Memories,737405282,370657
Rixton - Me And My Broken Heart,736694528,303901
Kendrick Lamar - Swimming Pools (Drank),736608039,574730
Benson Boone - In The Stars,735702889,1097675
Drake - Knife Talk,735115573,283425
A$AP Ferg - Plain Jane,735085417,138878
Taylor Swift - ...Ready For It?,735053954,619491
John Newman - Love Me Again,734943833,474281
Lil Tjay - F.N,733893411,214884
Clairo - Sofia,733829178,491751
Alex & Sierra - Little Do You Know,733755219,136829
StaySolidRocky - Party Girl,733362089,317976
Jon Bellion - All Time Low,732993845,112536
Maroon 5 - Beautiful Mistakes,732887484,328642
Don McLean - American Pie,732592776,372157
Mac DeMarco - Chamber Of Reflection,732436341,471681
James Bay - Hold Back The River,731841835,238945
Mumford & Sons - Little Lion Man,731838339,286328
Feid - Normal,731651323,770011
Darius Rucker - Wagon Wheel,731288160,445643
Young Thug - The London,730983965,130354
Kelly Clarkson - Since U Been Gone,730957308,619850
Taylor Swift - ME!,730859004,320741
FloyyMenor - Gata Only,730712326,6436661
blink-182 - What's My Age Again?,730232439,529122
The Cure - Friday I'm In Love,730019425,407965
TINI - Miénteme,729653791,650616
Red Hot Chili Peppers - Dani California,729191611,649617
Quevedo - Columbia,729155658,860518
